"","39330_S0","39330_S3","48234_S0","48234_S3","49407_S0","49407_S3","49461_S0","49461_S3","49523_S0","49523_S3","49782_S0","49782_S3","50262_S3","50861_S0","50861_S3","51684_S0","51684_S3","51686_S0","52441_S0","52558_S0","52558_S3","52898_S0","52898_S3","53191_S0","53191_S3","53620_S0","53620_S3","53950_S0","54949_S0","54949_S3","54952_S0","54953_S3","55472_S0","55472_S3","FD45571446","FD45571447","FD45571448","FD45571449","FD45571450","FD45571451","FD45571452","FD45571453","FD45571454","FD45571455","FD45571456","FD45571457","FD45571458","FD45571459","FD45571460","FD45571461","FD45571462","FD45571463","FD45571464","FD45571465","FD45571468","FD45571469","FD45571470","FD45571471","FD45571472","FD45571473","FD45571474","FD45571475","FD45571476","FD45571477","FD45571478","FD45571479"
"wound-myCAF",0.0804881853449445,0.0824832930920666,0.0788514057314416,0.097321695016413,0.00511493629219684,0.171599612960401,0.114339455431667,0.140697485146903,-0.147016268323341,0.0394873081757594,0.0769749871137516,0.162451507012832,0.138982709819773,-0.0107701907164754,0.0238372986806291,0.0751754338370274,0.102169863360553,0.0178542361845854,0.273464275702414,0.220146858016151,0.337386849696608,-0.031244630729859,0.021633071991174,0.192040141793947,0.0853838293408571,0.0711140048651239,0.13853056075527,0.0869188754148468,0.218757630015463,0.226766320320483,-0.061734172521997,0.238571932394672,0.0757315771863668,0.109693623793892,-0.138069816242832,0.232984443466447,0.0270437483655753,0.0711652411294592,0.156118648067711,0.333972752147873,-0.0814326170566962,0.0132683390418604,-0.034686477487993,0.115739589113616,0.013190205570757,-0.0750543745176454,-0.141070779357456,-0.05271458002462,-0.107862459577888,-0.0294642914091451,-0.130326629800425,-0.21552559907643,-0.187188662036063,-0.151020837718375,0.105504104399074,-0.136333339711576,-0.108460419815924,0.1970478304408,-0.139721781060447,-0.0320538578799998,-0.0140082151763903,0.0570709196787917,0.204805367928921,-0.160342639189198,-0.195883801177424,-0.0208807715122175
"High-HLA-high-pts",0.0899263083141432,0.0810895263593728,0.162967125460533,0.179299264832614,0.144970071054518,0.106370543541788,0.128735772573708,0.105303041102246,0.24953881950753,0.113545326250776,0.133924903552207,0.0922254072708093,0.182088378186794,0.212474778432498,0.196627793811013,0.0712727156095747,0.0654079317213129,0.178114806890591,0.0728846604921073,0.116626990349389,0.0706069439818781,0.139780940076018,0.0633268689230115,0.134514378723299,0.0637452845226077,0.155976199393257,0.0973194511579567,0.130866079794106,0.0954306683893574,0.0899037919500921,0.101797291815966,0.0870306067042393,0.0779182827692472,0.0624667114186152,0.131270248021669,0.109697551240517,0.078399420697206,0.106251046871234,0.10812647838645,0.0901642106897299,0.22276832586395,0.0707733467605208,0.261983100944942,0.0756489580311875,0.100649519766972,0.249818201873542,0.149374737005519,0.187849297523869,0.281726326411387,0.0824357476396883,0.255031109949056,0.244061176090891,0.200997234217267,0.262483045792701,0.184975508319818,0.116411570531545,0.244552439567443,0.205107352815011,0.232232297152102,0.254697898495365,0.0853866478468156,0.0890164823492403,0.0835467078197706,0.25579736862532,0.250381724998672,0.281784542665365
"High-HLA-Low-pts",0.109803290898168,0.148690879262469,0.124504928353783,0.106972429513153,0.106553406835177,0.0640590831491981,0.0996871128163843,0.0775529773448618,-0.037527429966751,0.0469422763747972,0.0725415168684383,0.0697469750115303,0.0896294583410254,0.0418098036715395,0.0474163334468913,0.088564931386226,0.108303246807212,0.0664133498531676,0.143513364000337,0.135405544802438,0.149166839541276,0.0503165032763704,0.0698830542915091,0.127706280645593,0.0841897763541791,0.096474499884856,0.107499934973771,0.116624066556408,0.190623598367556,0.185626887743158,0.105906475153319,0.110195351481044,0.0761084434497017,0.0844568596962355,0.0470651390946862,0.0542312246595328,0.0273960065112618,0.00808064762040395,0.0399022489051275,0.112487937458289,-0.0496102555113376,0.00267270318706736,-0.0620505362296215,0.0191117678368131,0.00469583222636405,-0.0484916459195514,0.0647901140566385,0.00808407123678367,-0.0712438591734203,0.0302366951420253,-0.0423804906818292,-0.0725366167183861,-0.0671503551887873,-0.0545249709449089,0.0407542729014829,0.0570153094994855,-0.0314228640970372,0.059687099722185,-0.0580035934277521,-0.0635402658369647,0.0363181790377903,-0.00460430754848068,0.0591390928603448,-0.0714841970432736,-0.0686307269113594,-0.0527786983501821
"MHC-I HLA",0.0779217754257817,0.148604330488577,0.156486415980323,0.182210338016621,0.0649480117765439,0.299193157678977,0.273888495509261,0.271126038832781,0.220148697499348,0.279972422017665,0.253097864569746,0.274247195617337,0.238442403011218,0.240170685350129,0.272453695076957,0.213435881191071,0.236825923303395,0.197541273804644,0.1988223456192,0.168356128647561,0.101763686505422,0.186109454775836,0.220577274251854,0.201892259531174,0.250270189691797,0.212746431632691,0.211241754555957,0.170340625349383,0.14633101032311,0.207337979353781,0.0647616740580629,0.260761003242276,0.222715499571423,0.221508962844259,0.0931867150139261,0.167408954753271,0.154855746492196,0.191201587051343,0.0598034578800778,0.137717431289085,0.0849558568500709,0.149843659677335,0.170266435440643,0.199997372431552,0.227527720847128,0.164971885017605,0.174982920805087,0.215151873456303,0.0810473487834358,0.180362867202691,0.151650112985443,0.0664971885017605,0.176795943034316,-0.0310315833727469,0.137671448841242,0.141442009564349,0.154698092385307,0.144135267223711,0.131995900993221,0.225701560775658,0.18833753744285,0.230667665142677,0.0933772137264176,0.197448631036839,0.227284670765673,0.155039676283567
"MHC-II HLA",0.111347501462307,0.0280877613515156,0.0204264201580439,0.0201597641958459,0.0682295191017421,0.289247170006079,0.145092383388194,0.298104162126825,-0.0278039017788533,0.278666949570483,0.0993250450161141,0.19276932252182,0.119278365886387,0.280817400878531,0.317188700668647,0.218021355415123,0.218571870949983,0.0265078964572031,0.155474762303449,0.141413678017226,0.0928851601656134,0.0546071268823617,0.185368902753725,0.14672672638231,0.292564599557294,0.07823055131837,0.189583787317498,-0.00092326042825519,0.183912330401073,0.154666192611623,-0.0833887671892741,0.283604385773761,0.233260887018156,0.20584119920634,-0.191903344762891,0.134591123762697,0.171645532768325,0.114810441870997,0.13436064566216,0.0490392702335511,-0.0134566862910008,0.144784725367148,0.0210382027560329,0.096331759073559,0.171649576243773,0.126148347027237,-0.120810959435854,0.038603060102219,-0.101661059714045,-0.0135820340298894,-0.119108656272239,-0.155766804683962,0.124838260982079,-0.165576276120851,0.00650999547130748,-0.220874846347933,0.0692970822281167,0.0367915831015073,-0.0934042828491946,0.100561234392185,0.0205044639968947,0.150037199974122,0.0853496797567446,0.0892233292359449,0.160170149446853,-0.0423554053179789
"F-TBRS",0.187891440501044,0.278964404133261,0.274534657286714,0.235897177242504,0.215967702321012,0.247247855300784,0.265131313485728,0.228092489605446,0.158604673602217,0.201292521183839,0.187591007175313,0.20721127699514,0.266221206645498,0.221439097559692,0.202981088051087,0.228993789582639,0.267247504429747,0.17188294942194,0.357458641076472,0.325220171575937,0.331366993561517,0.179670093507131,0.235925685514289,0.285374379396853,0.215682619603165,0.234013438360731,0.23469544393958,0.227897317590919,0.268756249890353,0.284321766284802,0.180038508096349,0.288179154751671,0.186617340046666,0.207557762144524,0.184486917795509,0.257725613904868,0.241139357951382,0.240124945877405,0.360351332962207,0.291900167006866,0.159562689429084,0.190446588730129,0.19771757283355,0.218321271726356,0.224593307354488,0.187412630667409,0.16928620028453,0.227277788086844,0.191386775530402,0.218203748376322,0.141878517968702,0.183398280447826,0.146962949217542,0.219629492175419,0.290987814684233,0.244875363394569,0.240758953423641,0.303655594730006,0.153903012309025,0.20166697593864,0.202239129090122,0.201373167563555,0.300167006865838,0.206157604997835,0.243922805715346,0.23038597142327
"MCP-B lineage",0.244492479957596,-0.00694030345193136,0.0111144239051216,-0.0668894520638706,-0.049571821374147,0.144818790167627,0.249631451666335,0.369380673159743,-0.0877434903597695,0.332331213145167,0.379484694891672,0.394905751010402,0.275235208374743,0.240782150665872,0.154372059895316,0.352398462863579,0.36078811369509,0.141071191943285,0.121227555820579,0.157548201152852,0.21541443053071,0.276531339031339,0.331867421983701,0.20793993904459,0.404401046842907,0.254853243225336,0.374138673557278,-0.02957910952097,0.280005631749818,0.24131633870006,-0.179520307427284,0.240007785065925,0.416120055654939,0.391075332935798,-0.226713174628199,0.123456303536707,0.423938462346944,0.357506963056388,-0.025132692206632,0.233814178359346,-0.229432707972043,0.401341373692785,0.163815754900415,0.45245414893058,0.388821010037312,0.248127857480687,-0.151676388669925,0.0291791476167954,-0.170259866519523,-0.192377423931893,-0.0446949393031689,-0.422007199537548,0.038382206106469,-0.132186399705712,0.100819801355825,-0.317377423931893,-0.0676401807767092,0.17386620421462,0.0956566293551947,-0.157115455357612,0.424713595039151,0.419228545903621,0.362387671448841,-0.212576856377109,0.04637658310999,-0.0126911556046035
"MCP-CTLs",0.134620401774067,0.126950169579964,-0.0965226789907196,-0.0544407588237487,-0.129883343893258,0.157552830680929,0.232309641832209,0.121165815660989,-0.0701911967500279,0.209604561887369,0.129544183966308,0.130036152211994,0.0332786701949238,0.0873690879952295,0.159308262830308,0.145264805635273,0.146587902053595,0.117856211099102,-0.0957511833327122,0.142201185196228,0.116138049271365,0.0862696135067645,0.243617457418657,0.0735082553762438,0.124986023629384,0.04007304983042,0.116775371771458,0.120752115090753,0.0410756214826135,0.0877455182438224,-0.131303343147851,0.116193954753829,0.0727106704930863,0.133789273601431,-0.224990802543754,0.0609449729332002,0.0166132338256163,0.164939296788774,-0.00703736795080673,-0.0210542912703001,-0.0614179849687287,0.150328480580228,-0.031749618962527,0.014531980869291,0.187911914647606,-0.0180375256214853,-0.100052556892836,0.00845640405739212,-0.157360592841751,-0.0115152152204762,-0.0738056446102907,-0.239391391180953,0.0855994113628002,-0.165622536395648,0.104393756241131,-0.284690177116729,0.0884585063331056,0.0102223156566984,-0.0628265096967467,-0.048620381563042,0.0504966626373048,0.119792925842224,0.0345193672150103,0.121437956588006,0.0900982813896042,-0.0462868555211016
"MCP-Ecs",0.0768664602837144,0.106772096030236,0.0860902863252645,0.0813210995486927,0.0936642920194448,0.0776907488220009,0.174848631780488,0.0727176656347519,0.0302997525891114,0.0270349234766825,0.139983588825482,0.0885494759613592,0.141705518879067,0.0612758444916888,0.0341252968309027,0.160937674834956,0.184247759004389,0.0420101202242861,0.230678950182139,0.150923128566633,0.205380876008603,0.0880098964355426,0.066876779431328,0.169791006179056,0.111650690636928,0.102194372956374,0.147481755001057,0.092550321385501,0.140291919983091,0.0996481543645021,0.0769684084890531,0.130309698755486,0.100636554647968,0.153847301480735,-0.100754108135599,0.0673015204924502,0.00839866014275437,-0.038198207677873,-0.0489468792199366,0.180347591238316,-0.0871678855158626,-0.0217130530857053,-0.0806457270128549,-0.00227635432559931,0.0113326669121903,-0.0733606916749969,0.000198172603076086,-0.0607565633713895,-0.012456814156188,-0.0329159432489785,-0.105685624594448,-0.0457357815541642,-0.118566843794392,-0.0540222023465039,0.109947212430508,-0.0530786903070798,-0.0196506550218341,0.168236263832623,-0.110271654302801,-0.0499640483330702,-0.0299433542028376,-0.0266726293821575,0.104124796127742,-0.0785447466722786,-0.0987337998281335,-0.0163641465425018
"MCP-Monocytic lineage",0.0803245349716245,0.197297671397694,0.118910976479732,0.0816767640200599,0.105697462707226,0.371873635792545,0.230400664402304,0.322091376611761,0.098356030196233,0.338089204527305,0.168725178078983,0.284016013799125,0.163241729575485,0.190573792310395,0.238061521097967,0.218762976607502,0.204718959954855,0.0256497620289824,0.292896006132944,0.281646951096157,0.313855556383692,0.154670513953513,0.293124926798624,0.144821601592862,0.209978811529083,0.143469372544426,0.235192027172351,0.122712124277303,0.182918259351143,0.18743811156422,-0.0426271574441806,0.342635675422438,0.233754618341337,0.205852915810432,-0.030515727047519,0.439771788904737,0.373973425418512,0.434479393438931,0.461519405450041,0.329232039636664,0.151264920051047,0.273297800465431,0.164417085804369,0.241153066586593,0.410764957585767,0.243840552511073,0.119315366714211,0.306028075970272,0.021199609638916,0.255108475339689,0.0189174986862848,-0.0487576007807222,0.375129494782674,0.0110427145109225,0.355701523909616,-0.0488176563321072,0.214773665640718,0.284911042714511,0.092140229712484,0.222205540124615,0.26461226634637,0.357015239096164,0.25374221154568,0.308760603558291,0.377344043239997,0.101681555438781
"MCP-Neutrophils",0.0605173891974503,0.0495609433992407,0.0421989573404193,0.0334764017061703,0.00774805766045938,0.0246260430589651,0.0381438742418352,0.0354972868485375,0.0411712081112312,0.0212871893454889,0.0157277582819014,0.0244875897949294,0.0104132829931466,0.0345414268141372,0.0404363407867341,0.071859906597298,0.0798955210369084,-0.0384900074019245,0.151449232915666,0.0442304927338663,0.0784817002060824,0.025467412894259,0.0557354264626789,0.136139496988641,0.0784683873922328,0.0326696451868852,0.0742056243975951,0.0574794050769747,0.0420312158859145,-0.00795041243097305,-0.00212738765316395,0.0969598858293084,0.0612575816474874,0.125776802688123,-0.0820773349554299,-0.0263102560058876,-0.0601001794819804,-0.0395536230578022,0.0434924640097326,0.0150532062691028,-0.0732421654989074,-0.0165739217939186,-0.0723410007434609,-0.0137314979611148,-0.0514978109206149,-0.0635771734967445,0.0140018473877487,-0.0558346663062008,-0.0872064643551791,0.0198406440324118,-0.0715299524635591,-0.0412245327085258,-0.122558406740712,-0.0464212494649335,-0.0441195244853974,-0.0674747110640503,-0.106664113366526,-0.0653006510915358,-0.125006570993008,-0.0872477677398037,-0.054779552571699,-0.0507468402910762,-0.0272264401739248,-0.0461471451851518,-0.0522037233123813,-0.0328850038674988
"MCP-NK",-0.339487905780627,-0.34930490850136,-0.412232119563192,-0.375278595654281,-0.368305318474898,-0.278681376020275,-0.242260817710857,-0.326428385076963,-0.36840222131117,-0.276400432335731,-0.309134955834669,-0.280425627073162,-0.35372889568037,-0.293772129253475,-0.259893406880101,-0.248988110767396,-0.257359025008386,-0.2859528157728,-0.304509708918788,-0.307032909694011,-0.316693377063844,-0.358831202713279,-0.294431813946554,-0.323890276173083,-0.262092355857031,-0.365025530170325,-0.293500055905482,-0.353710260519548,-0.33975997912862,-0.371689463680072,-0.400283254444486,-0.287100741679401,-0.30609369758861,-0.268476761954456,-0.44693330530299,-0.358406475009197,-0.339196930677458,-0.28881063751511,-0.337231302885373,-0.370988595154255,-0.373647973931781,-0.291790613338939,-0.372617858832186,-0.350260156619541,-0.274530929731434,-0.374772691438482,-0.382356651074788,-0.360839859147527,-0.433252746097651,-0.365585746570663,-0.393582803384664,-0.416644767961318,-0.295784937194513,-0.426283702107531,-0.335770221264519,-0.421348609870184,-0.350338991958795,-0.362863299521732,-0.39451306038787,-0.362852788143165,-0.345188416460819,-0.31418510537657,-0.360692699847585,-0.308141062700373,-0.315073316865507,-0.397246018815368
"MCP-T cells",0.116332712022367,0.04262348555452,-0.116185927306617,-0.120913327120224,-0.108257222739981,0.215242311276794,0.242017707362535,0.260235321528425,-0.0699021435228332,0.294005125815471,0.253469245107176,0.28440587138863,0.120107176141659,0.14307082945014,0.20064072693383,0.276633271202237,0.269534016775396,-0.0442194780987885,0.0648671947809879,0.163306150978565,0.156868592730662,0.181220876048462,0.302336905871389,0.071791705498602,0.299347623485555,0.0737884436160299,0.283895619757689,-0.00879310344827589,0.101025163094129,0.106036812674744,-0.176519105312209,0.217094594594595,0.263730195712954,0.275048928238583,-0.200802036632347,0.171810815479007,0.260868422435999,0.247399764195222,0.0849873461448923,0.0696112225050879,-0.0626084213846396,0.320765839848004,0.0954033087765938,0.302554802081691,0.283097153070343,0.153686139335091,-0.0704034965192512,0.175088802276943,-0.098670031015087,-0.0175764675843528,-0.0512499906128671,-0.21696292458002,0.120545805453549,-0.113122460780559,0.177153971508174,-0.215412170230022,-0.00544829191730312,0.11979483482401,-0.00403646713377037,0.0151020193600228,0.302156787648035,0.331226860717477,0.215359602285955,0.0812700415286758,0.109574124555989,0.00660854153994039
"PIP 4-1BB",0.0682961362196803,0.0951227691046611,0.117664592570513,0.0640672156190618,0.0179775699541712,0.182011252282127,0.215954394724095,0.192406572525057,0.0699169119564812,0.283058236148888,0.299321882335407,0.220146056112374,0.195331420693767,0.23292596594508,0.242985953276948,0.160121465032229,0.156712247103096,0.183669287231268,0.0822124520287641,0.282164015052722,0.173311226200678,0.328048735049741,0.18253288125489,0.0715935765117925,0.196840418793547,0.0834047468236522,0.211949029397519,0.124818361339841,0.200417303178211,0.199839785386937,-0.0133760572301502,0.197063974067588,0.250046574015425,0.159115466299042,-0.0386656159705805,0.107880220646178,0.134095087995797,0.11933280798529,0.137930128710271,0.0934594168636722,-0.0210927239296034,0.173680063041765,0.0363803519831889,0.138297872340426,0.197478329393223,0.0920672445495141,-0.0117677961649593,0.0461780929866036,-0.101129498292619,0.05397951142632,-0.0650118203309692,-0.0678224323614395,0.22655634357762,-0.0791962174940898,0.15237719989493,-0.0518518518518519,0.144733385868138,-0.00764381402679276,-0.019070133963751,-0.0154189650643551,0.120830049908064,0.157420541108484,0.0812450748620961,0.148200682952456,0.110979774100341,0.00394011032308905
"PIP Beti",0.162520494857654,0.162155313757639,0.212282009241318,0.159621404084066,0.174660903264272,0.18870919660158,0.234088537785065,0.190430764644507,0.19060962885676,0.243136085854822,0.22141153674169,0.223982709792816,0.170889849455955,0.185221344462662,0.248181547175436,0.24398569086302,0.253323893277687,0.173520643911164,0.165128931286332,0.159010284692205,0.157229095245193,0.235944253987181,0.259263675659562,0.154643016843047,0.245222834997764,0.127038306752124,0.21275898047399,0.184505887613653,0.171046355641675,0.195133402891638,0.181949619913549,0.174698166641824,0.249284543150991,0.265240721418989,0.142675493905002,0.108322824716267,0.0737179487179487,0.085634720470786,0.0572824716267339,0.098192517864649,0.106378730559058,0.0979298024379991,0.113209331651955,0.119398907103825,0.103678015973098,0.108375367801597,0.067938209331652,0.0396910466582597,0.0981715006305171,0.117034468263976,0.071479613282892,0.083827238335435,0.0735603194619588,0.11474358974359,0.0481504833963851,0.101145439260193,0.113461538461538,0.0694409415720891,0.07489491382934,0.0879571248423707,0.0643022278268179,0.0940205968894493,0.110718789407314,0.109142496847415,0.0816834804539722,0.130075662042875
"PIP BTLA",-0.0153705704810523,-0.142946305473786,-0.155252077355889,-0.0564519134031374,-0.0416961657413273,0.162098967842903,0.1434959198122,0.191256474270597,-0.00224503483995975,0.181493833140813,0.115176808138018,0.18768863881954,0.0381562767820546,0.0555855721578418,0.0500242202928792,0.150575697730745,0.16192197339494,-0.0213883817118158,-0.0154171479673585,0.0510396094943548,0.0391809814807914,0.0650035398889592,0.134292208518091,0.0175597123374446,0.155121660394232,-0.0100700525394046,0.135577747140142,-0.0715057569773074,-0.00846778701047063,-0.0141129783507843,-0.129373625964154,0.115800946454522,0.16941163319298,0.218252785333681,-0.263910050964115,-0.0256659486155624,0.0741475332317554,0.0970025744759102,-0.0234723900593706,-0.0635343876425156,0.011388115378553,0.142279199285452,-0.0425313928440078,0.0586481374454895,0.13012924919876,-0.00995639153049965,-0.15499395786266,-0.0117558976514475,-0.191496348447433,-0.0674223716702569,-0.0939946408868807,-0.124349813481847,0.0888062838228341,-0.0764724425996953,-0.0151972889192455,-0.229522408448484,-0.086888561971313,-0.0226186097830084,-0.0685782588136395,-0.0743970997740766,0.0510560605264541,0.105868754268901,0.022053801292492,-0.0467740240634687,-0.0597777544265223,-0.0279777229023275
"PIP CCL2",0.365948779094319,0.344362471123035,0.215788558511563,0.183036490548228,0.122649477109571,0.393546463968999,0.46000695531212,0.446704920883325,0.0900961323496535,0.436706659711354,0.411307350274487,0.428633529572497,0.375412971657103,0.372382442804978,0.362731947238989,0.467906202647987,0.449375263929255,0.139205603994336,0.420808803437911,0.431353553419281,0.398775368258936,0.393149017562163,0.466130114017438,0.378803686315423,0.437762376729513,0.336724047991654,0.465310380803339,0.210497553220558,0.279951312815163,0.267220607596194,0.0249149216285366,0.444966092853417,0.449387684129468,0.425044091710758,-0.0189835732548773,0.243581660887535,0.307624951840566,0.246383664319989,0.246243564148366,0.213740324331897,0.0371965955658295,0.301443031767714,0.15262162446149,0.257364015270919,0.300900143602676,0.152534061854226,0.0897691849672515,0.23207593429302,-0.0523974641868937,0.119698084130153,-0.0476165458302687,-0.110223810024167,0.260201043746279,-0.0829568141220973,0.239676368603552,-0.0220657770305769,0.126703092711289,0.29130328184652,0.0342720044832056,0.0886658961157227,0.282214283212497,0.286679976182971,0.145038702672411,0.0853210045182305,0.218783930510315,0.0540611537249133
"PIP CCR8",-0.0383628445788392,-0.0215078951010977,-0.0859357531489901,-0.150464762188695,-0.0284127812263759,0.11661112235011,0.0930376175214813,0.120806226642106,-0.230320808356137,0.13455743779214,0.0870643852681566,0.108944941918036,0.0024595662219572,-0.0628786507522439,0.0186330774390698,0.0130697728894047,0.0259159488495405,-0.213795930535887,-0.0944590551432617,0.153957133274417,0.0836465464921901,-0.0189737965693842,0.18835379422694,-0.0847911498205901,-0.0504903161234681,-0.0307232828288205,0.137985924040929,-0.0269221350312503,-0.0217953768673005,0.140961892694769,-0.207391475633258,0.130900030877671,0.0335768055452038,-0.00300258733589587,-0.251610239471511,-0.0838750844531191,-0.0631108775617446,-0.00773215224082274,-0.0312814353276781,-0.127693116132423,-0.0695743562795586,-0.0959762780572029,-0.115599429472262,-0.113760228211095,-0.0505817881540425,-0.116680429397192,-0.172411981082501,-0.185466556564822,-0.225050671871481,-0.108227610539749,-0.23538773365363,-0.299699722243075,-0.0482921702574882,-0.219518054200135,-0.0765332932962991,-0.315922228060956,-0.13941896254035,-0.16952931461602,-0.210794985361459,-0.208310186922904,-0.0825763831544178,-0.00238720816755494,-0.158073718189325,-0.112461526912394,-0.0895953757225433,-0.107499436979206
"PIP CD244",0.0753567569581579,0.0142330191139759,-0.0678676552777674,-0.0715004284809419,-0.0488468273780692,0.302190841685607,0.199858414993107,0.266068035321733,-0.0565408547263311,0.280617757740601,0.202336152613734,0.244290025708856,0.100357688438466,0.117012556354559,0.169603934572823,0.247252133089906,0.231659152725511,-0.0476545325831812,0.0697678751071202,0.140355452885726,0.157941801110325,0.159394910391594,0.280729535377622,0.0843175975259883,0.207366146279668,0.0595588509258914,0.229349081560416,0.0303476284511346,0.0374455084019524,0.0349305115689854,-0.0842244494951377,0.242725138790566,0.227802824248295,0.238123626066545,-0.17478329393223,0.241660099816128,0.234988179669031,0.247727869713685,0.206146572104019,0.12461255581823,-0.0280010506960862,0.275755187811925,0.0542684528500131,0.197609666403993,0.334278959810875,0.180640924612556,-0.0662463882322039,0.156579984239559,-0.12582085631731,0.0561597058050959,-0.0967953769372209,-0.212503283425269,0.25739427370633,-0.0833464670344103,0.21946414499606,-0.200788022064618,0.0798003677436302,0.172944575781455,0.0146046755975834,0.0149724192277384,0.201707381140005,0.238087733123194,0.169477278697137,0.172445495140531,0.140583136327817,0.0446808510638298
"PIP CD27",0.1082566414546,0.0787659748872909,0.0593539252580201,-0.0595774805320616,-0.253847013674131,0.234174149558478,0.225269197809158,0.233782927828906,-0.0300681843585827,0.293136853086926,0.274693542978501,0.234006483102947,0.173087670926637,0.180818957487239,0.229554007228287,0.230075636201051,0.225790826781922,0.0584410745556839,0.0596892581690823,0.260851745594098,0.190916204031447,0.21513469205261,0.302265360110287,0.146745407802079,0.243880174373114,0.127985394388763,0.213178583404747,0.0326576996162301,0.143056745780394,0.110175490890123,-0.14695033346995,0.251872275420098,0.259156451432617,0.239725772197176,-0.200788022064618,0.111688993958498,0.176516942474389,0.196033622274757,0.0713159968479118,0.0838718150774889,-0.0437352245862884,0.208011557656948,0.0203047018649856,0.157630680325716,0.191620698712897,0.0877068557919621,0.04100341476228,0.0295508274231678,-0.140793275545049,-0.032387706855792,-0.10441292356186,-0.257184134489099,0.131809824008406,-0.163488311006041,0.165957446808511,-0.280010506960862,-0.000919359075387427,0.0628841607565012,-0.0630154977672708,-0.0826109797741004,0.163934856842658,0.230811662726556,0.187102705542422,0.0474914630943,0.0642500656685053,-0.0568163908589441
"PIP CD40",0.205298259994784,0.142814560900183,0.0432020567085212,0.0416371697902307,-0.0153880546965237,0.225958493237453,0.252319385968181,0.364898096054249,-0.0497783076865755,0.330675509519729,0.319367338574463,0.378963448712694,0.223890606952569,0.173497522262379,0.174596669026417,0.380472446812474,0.343418160140095,0.00141585006892953,0.151197883676739,0.18843846641082,0.183129028652334,0.178676552777674,0.340344275122024,0.18398599053616,0.384161108834159,0.130686687283431,0.385204366779686,0.121874883564961,0.160680353217333,0.156898543164797,-0.00910987741719138,0.260143820559633,0.379298781623757,0.37242445694698,-0.194562647754137,0.0658786446020488,0.332256369845022,0.221749408983452,0.107197268190176,0.108852114525873,-0.114184397163121,0.323640661938534,0.0519569214604676,0.335198318886262,0.19852902547938,0.102731809824008,0.0256895193065406,0.0707643814026793,-0.116233254531127,-0.0675334909377462,-0.0319148936170213,-0.31812450748621,0.0475439978986079,-0.169424743892829,0.103598634095088,-0.183845547675335,-0.0403992645127397,0.112214342001576,-0.0320462306277909,-0.063330706593118,0.362831625952193,0.316706067769898,0.209876543209877,0.0575256107171001,0.0991857105332282,-0.11137378513265
"PIP CSFR1",0.144150810805055,0.218912041227015,0.0674357691201993,-0.0462739168858272,-0.0471895995485471,0.171759707833346,0.187171924743662,0.22900584546258,-0.0886348875094496,0.226349300993409,0.102322213822549,0.186421277909688,0.0880705714498664,0.151838286182775,0.127109530552923,0.145210234350877,0.233365985583322,-0.0640977863904003,0.252137480169082,0.160915256763807,0.168277984220445,0.00824646770089121,0.255874743129718,0.0872294210969027,0.20959550250748,0.074521662283457,0.267469841033231,0.0446448535440114,0.173378123702339,0.157960583055612,-0.103110126811401,0.238450153855982,0.199235511451357,0.0974722899519799,-0.140665115231589,0.133480969897155,0.0852038135275129,0.0746565573155169,0.125951505142257,0.120951880489453,-0.0794384805945499,0.047526461977329,-0.0584490653854816,0.0597402597402598,0.0645972524585241,0.00102845131746865,-0.0634937317018242,0.0450716913144659,-0.15494332257338,0.0979806320846783,-0.0851062232565123,-0.158696794534945,0.0880264244426094,-0.214015464304482,0.0647323774491405,-0.173365362960739,-0.0316868102995271,0.0686284813452444,-0.11029202011861,-0.0314465880939869,0.0355603933638616,0.064064259439982,0.063418662262593,0.0610840027024998,0.0860295773590571,-0.1243750469184
"PIP CTLA-4",0.0330606997801542,0.0719063233595409,0.00797406565562475,-0.00902671684614526,-0.0101538920147557,0.237461340686366,0.197674851883594,0.234536274546335,-0.0533498528151433,0.32115176808138,0.176211946193688,0.21457316391549,0.111180459812945,0.111907068599322,0.220618921638037,0.19937027238514,0.171190893169877,-0.0419942616536871,0.0897361851175615,0.198401460669971,0.179723888661177,0.140645377650259,0.310196743302158,0.05085329954913,0.229533852517047,0.0581287029101614,0.198932444013861,0.0373365130230652,0.107538100383799,0.156789134403994,-0.109587509781272,0.248416365465589,0.225770391623505,0.202239445541603,-0.131968160563232,0.302514054536857,0.29007513266432,0.287697682971681,0.243760836441969,0.143999894919351,0.0983948930804392,0.267784899910681,0.0976987337781747,0.275298166342668,0.324646666316398,0.137589975306047,0.123364682393737,0.160720853254873,-0.0725056480849052,0.00341512110544839,-0.0645457888929754,-0.0893579572321757,0.180686176640572,-0.132913886407818,0.237547943046288,-0.160458151631377,0.0910655177848999,0.134069773551201,0.0312746282772027,0.0193217044081332,0.273354174328797,0.311367099248673,0.209215572952241,0.197604161193716,0.220327851626123,-0.00127410287395574
